name,wins,losses,weight,rating,Gfactor
Sione Latu,1,0,215 lbs.,49.00517748923205,26.568055454470603
Phillip Latu,6,2,205 lbs.,56.65444653704023,35.30312007190699
Jenel Lausa,7,5,125 lbs.,54.69896884755284,31.404150977284544
Joe Lauzon,28,16,155 lbs.,56.57023956515573,35.09571140655906
Dan Lauzon,17,6,155 lbs.,65.30200728206242,95.81286394677997
Sandra Lavado,10,3,115 lbs.,61.87902899063045,59.81920450539406
Chatt Lavender,9,7,170 lbs.,55.30568467966773,32.42709683704289
Muhammed Lawal,21,6,205 lbs.,67.8842472248527,136.22937145120687
Robbie Lawler,30,16,170 lbs.,56.92727603696395,36.00371393517073
Tom Lawlor,10,6,205 lbs.,57.92686889052502,38.98201573573219
Justin Lawrence,10,4,145 lbs.,60.53255586453498,50.7204597015031
Lance Lawrence,4,1,145 lbs.,54.06971037113967,30.48898845260032
Ronnie Lawrence,8,2,135 lbs.,60.126927176067355,48.43385580271887
Eric Lawson,9,5,185 lbs.,57.79346461527691,38.544096421255695
Jimmy Lawson,4,2,265 lbs.,52.89316618261452,29.109417447117895
Valmir Lazaro,15,5,155 lbs.,65.01601258005131,92.0181614669786
Zviad Lazishvili,13,1,135 lbs.,68.74631461221219,151.68395419642985
Mounir Lazzez,11,3,170 lbs.,63.27372427295307,72.06634846366211
Cung Le,9,3,185 lbs.,60.39315075083401,49.91266518450327
Thanh Le,6,1,145 lbs.,57.91465583510212,38.94137092717693
Quang Le,8,1,135 lbs.,61.46437758504153,56.75343681732211
Carlos Leal,21,6,170 lbs.,67.8842472248527,136.22937145120687
Jordan Leavitt,11,3,155 lbs.,63.27372427295307,72.06634846366211
Jerome LeBanner,3,2,265 lbs.,50.92898179248429,27.52834362806084
Chris Leben,22,11,185 lbs.,61.261413495605446,55.34131741309856
Mickael Lebout,16,7,155 lbs.,63.08601725136049,70.23402970089036
Stephen Ledbetter,8,3,145 lbs.,58.81857937362312,42.27270735498973
Justin Ledet,9,4,205 lbs.,59.07900998597903,43.36358154312759
James Lee,15,3,205 lbs.,67.9405859313587,137.21693164955974
David Lee,12,10,155 lbs.,55.359429507531345,32.5250422508993
Jackie Lee,0,1,--,45.85221283431107,25.714944537346337
Eun Soo Lee,17,4,215 lbs.,68.23944534855191,142.5123787495651
Tae Hyun Lee,1,2,295 lbs.,46.89569853498966,25.92738270589456
Tommy Lee,25,6,145 lbs.,69.60713238999725,167.63964820094648
Matt Lee,14,10,155 lbs.,57.358056807663154,37.204027288872524
Imani Lee,2,4,--,46.819260057225385,25.90988227076512
Vaughan Lee,14,13,125 lbs.,53.69464729344548,30.005899816493528
Kevin Lee,18,8,170 lbs.,63.20058161105301,71.34527694225
Rocky Lee,3,2,145 lbs.,50.92898179248429,27.52834362806084
Andrea Lee,13,10,125 lbs.,56.397404022187644,34.68255645270839
JeongYeong Lee,11,2,145 lbs.,64.68117135832257,87.76234253165141
JungHyun Lee,8,1,125 lbs.,61.46437758504153,56.75343681732211
ChangHo Lee,10,1,135 lbs.,64.66249343283928,87.53090165271074
Ricky Legere Jr.,14,4,170 lbs.,65.45175580022709,97.85810929722912
Sherron Leggett,21,6,155 lbs.,67.8842472248527,136.22937145120687
Cheyden Leialoha,6,0,135 lbs.,59.20289695717774,43.90483158694692
Claudia Leite,8,3,135 lbs.,58.81857937362312,42.27270735498973
Thales Leites,28,9,185 lbs.,65.98866891562727,105.51544883518575
Stefan Leko,0,3,215 lbs.,43.8784565306904,25.436895705238566
Gabe Lemley,13,9,155 lbs.,57.651895721949415,38.0936801348311
Amanda Lemos,14,4,115 lbs.,65.45175580022709,97.85810929722912
Giacomo Lemos,6,0,247 lbs.,59.20289695717774,43.90483158694692
Christophe Leninger,3,4,200 lbs.,48.73669067639058,26.4667571770406
Jesse Lennox,14,4,170 lbs.,65.45175580022709,97.85810929722912
Jean Francois Lenogue,16,17,185 lbs.,50.627714732802005,27.34634608020038
Nik Lentz,30,12,145 lbs.,62.16390925178508,62.071856250641
Alberta Cerra Leon,0,1,238 lbs.,45.85221283431107,25.714944537346337
Victoria Leonardo,9,7,125 lbs.,55.30568467966773,32.42709683704289
Anthony Leone,15,8,135 lbs.,60.8634960493582,52.73386017061742
Chad Leonhardt,9,4,170 lbs.,59.07900998597903,43.36358154312759
Kimo Leopoldo,10,7,235 lbs.,56.666393839247824,35.33287817958285
Michael Lerma,0,1,--,45.85221283431107,25.714944537346337
Lukasz Les,8,3,170 lbs.,58.81857937362312,42.27270735498973
Brock Lesnar,5,3,265 lbs.,53.612808691599206,29.906179409521528
Frank Lester,11,6,170 lbs.,59.232486190589135,44.036288311614925
Valerie Letourneau,8,6,115 lbs.,55.06188754543499,31.998184044306477
Leah Letson,5,3,145 lbs.,53.612808691599206,29.906179409521528
Justin Levens,10,7,185 lbs.,56.666393839247824,35.33287817958285
Marcus LeVesseur,22,7,155 lbs.,66.89673587585906,119.56669808153971
David Levicki,1,3,275 lbs.,45.875259157758975,25.719065735740717
Kyle Levinton,0,3,--,43.8784565306904,25.436895705238566
Natan Levy,8,2,155 lbs.,60.126927176067355,48.43385580271887
John Lewis,3,4,155 lbs.,48.73669067639058,26.4667571770406
Derrick Lewis,28,12,260 lbs.,61.77402966543964,59.01939517483335
Bevon Lewis,7,3,185 lbs.,57.159457276285394,36.635822717746755
Brandon Lewis,6,2,135 lbs.,56.65444653704023,35.30312007190699
Malik Lewis,6,2,155 lbs.,56.65444653704023,35.30312007190699
Chi Lewis-Parry,7,0,243 lbs.,61.0592594012362,53.99051403242137
Li Jingliang,19,9,170 lbs.,62.45683363756441,64.5175164030759
Li Yunfeng,9,5,135 lbs.,57.79346461527691,38.544096421255695
Liang Na,19,8,125 lbs.,63.84610998370441,78.02723123809348
Jess Liaudin,20,11,170 lbs.,60.31664748013325,49.479227371500464
Chuck Liddell,21,8,205 lbs.,64.96209903190147,91.31927188301833
Rodrigo Lidio,12,3,155 lbs.,64.57627001778874,86.47065209547401
Sam Liera,12,10,--,55.359429507531345,32.5250422508993
Zach Light,9,11,170 lbs.,50.64678229003632,27.357469450590752
Scott Lighty,6,2,205 lbs.,56.65444653704023,35.30312007190699
Chris Liguori,15,10,185 lbs.,58.243563410078465,40.076132519382384
Donnie Liles,17,7,170 lbs.,63.88105095292058,78.4096392331258
Jae Suk Lim,17,6,170 lbs.,65.30200728206242,95.81286394677997
Hyun Gyu Lim,13,7,170 lbs.,60.24521375530569,49.08072614985866
Juliana Lima,9,5,115 lbs.,57.79346461527691,38.544096421255695
Dhiego Lima,17,9,170 lbs.,61.131224516934694,54.46511932755815
Douglas Lima,29,6,170 lbs.,70.72582129908697,188.57193062240444
Mabelly Lima,7,1,135 lbs.,59.7306242687181,46.380973136146
Andre Lima,10,0,125 lbs.,66.1008320000805,107.17791582034927
Felipe Lima,13,1,145 lbs.,68.74631461221219,151.68395419642985
Miguel Linares,2,4,--,46.819260057225385,25.90988227076512
Emiliano Linares,8,2,145 lbs.,60.126927176067355,48.43385580271887
Matt Lindland,22,9,185 lbs.,64.01709613843248,79.91915390295067
Jake Lindsey,12,7,155 lbs.,59.13642164701243,43.61258269200131
John Lineker,31,9,135 lbs.,66.58059622651417,114.52487576133312
Austin Lingo,9,3,145 lbs.,60.39315075083401,49.91266518450327
Lucio Linhares,19,8,185 lbs.,63.84610998370441,78.02723123809348
Philipe Lins,18,5,205 lbs.,67.5125498173566,129.80738893121827
Tainara Lisboa,7,2,135 lbs.,58.4308999243863,40.76102808081713
Dean Lister,13,7,185 lbs.,60.24521375530569,49.08072614985866
Wesley Little,4,8,205 lbs.,46.352449885371065,25.809929178681138
James Llontop,14,4,155 lbs.,65.45175580022709,97.85810929722912
Abner Lloveras,20,9,155 lbs.,63.02983232276576,69.69710538241375
Brian Lo-A-Njoe,6,10,155 lbs.,47.511437701970756,26.08115675216803
John Lober,5,9,199 lbs.,46.98310211779612,25.947805138802494
Artem Lobov,13,15,145 lbs.,50.52271966518542,27.28602188067419
Dylan Lockard,6,2,145 lbs.,56.65444653704023,35.30312007190699
Ryan Loder,8,1,185 lbs.,61.46437758504153,56.75343681732211
Sean Loeffler,31,5,185 lbs.,72.7052202369089,223.87405798413465
Christian Lohsen,4,2,155 lbs.,52.89316618261452,29.109417447117895
David Loiseau,23,11,185 lbs.,61.66566931538391,58.21083065894467
Hector Lombard,34,10,185 lbs.,65.54306204786003,99.12468766338989
Michael Lombardo,11,2,170 lbs.,64.68117135832257,87.76234253165141
Rocky Long,21,37,145 lbs.,34.322599268535036,25.0401271757618
Thomas Longacre,6,1,145 lbs.,57.91465583510212,38.94137092717693
Loma Lookboonmee,9,3,115 lbs.,60.39315075083401,49.91266518450327
Ange Loosa,10,4,170 lbs.,60.53255586453498,50.7204597015031
Lucas Lopes,29,19,185 lbs.,53.13366552414408,29.360373056384695
Dileno Lopes,19,3,135 lbs.,71.27001245891444,198.61468655294485
Diego Lopes,26,6,145 lbs.,69.93462293940225,173.77420740134644
Bruno Lopes,13,1,205 lbs.,68.74631461221219,151.68395419642985
Arthur Lopes,6,2,234 lbs.,56.65444653704023,35.30312007190699
Ivan Lopez,14,3,135 lbs.,66.90765054945909,119.7434879343712
Steve Lopez,13,6,155 lbs.,61.585295305454196,57.62200891161514
Federico Lopez,10,6,139 lbs.,57.92686889052502,38.98201573573219
Jorge Lopez,11,5,170 lbs.,60.550040847060814,50.82343725273777
Christopher Lopez,9,1,170 lbs.,63.10977689073931,70.4626768672369
Matthew Lopez,10,4,135 lbs.,60.53255586453498,50.7204597015031
Benito Lopez,10,2,135 lbs.,63.25545277473803,71.8853690630566
Gustavo Lopez,12,6,135 lbs.,60.45183946448153,50.24989139885395
Brendan Loughnane,17,3,145 lbs.,69.75734886326734,170.45168590695664
Nate Loughran,11,2,185 lbs.,64.68117135832257,87.76234253165141
Caolan Loughran,9,2,135 lbs.,61.73652297962625,58.73760273130314
Rashard Lovelace,4,1,155 lbs.,54.06971037113967,30.48898845260032
Ian Loveland,18,10,145 lbs.,60.480046687295435,50.41344121189533
Jakob Lovstad,11,4,205 lbs.,61.89690290533907,59.956971233710675
Waylon Lowe,16,7,145 lbs.,63.08601725136049,70.23402970089036
Brandon Lowe,2,1,155 lbs.,50.01358447107079,27.014639912275545
Joe Lowry,9,2,155 lbs.,61.73652297962625,58.73760273130314
Lu Kai,8,5,145 lbs.,56.28667230453116,34.426497814263044
Lu Zhengyong,12,7,125 lbs.,59.13642164701243,43.61258269200131
Robert Lucarelli,0,1,245 lbs.,45.85221283431107,25.714944537346337
Matt Lucas,15,3,205 lbs.,67.9405859313587,137.21693164955974
Cleber Luciano,14,6,155 lbs.,62.63431673658675,66.06500254863008
Stephanie Luciano,6,1,115 lbs.,57.91465583510212,38.94137092717693
Iasmin Lucindo,17,5,115 lbs.,66.75457105753162,117.28040573507938
Duane Ludwig,21,14,170 lbs.,56.928950508061334,36.008152189627594
Mike Lullo,8,3,145 lbs.,58.81857937362312,42.27270735498973
Paula Luna,5,3,125 lbs.,53.612808691599206,29.906179409521528
Dalcha Lungiambula,11,6,185 lbs.,59.232486190589135,44.036288311614925
Alexandru Lungu,14,4,385 lbs.,65.45175580022709,97.85810929722912
Vicente Luque,22,10,170 lbs.,62.624099173756086,65.97454895974278
Thaddeus Luster,0,1,210 lbs.,45.85221283431107,25.714944537346337
Travis Lutter,10,6,185 lbs.,57.92686889052502,38.98201573573219
Joilton Lutterbach,38,9,185 lbs.,67.37598773625376,127.49141141303046
Tucker Lutz,12,4,145 lbs.,63.17110556093208,71.0572519597895
Lv Zhenhong,16,6,145 lbs.,64.4892890221981,85.414666942345
Stevie Lynch,5,2,170 lbs.,54.80536045298997,31.57299132075174
Adam Lynn,17,10,155 lbs.,59.80102344041448,46.73310284543452
Chris Lytle,31,18,170 lbs.,54.62071394817466,31.282677873005838
Dong Hyun Ma,16,11,155 lbs.,57.77170646708873,38.473922744810544
Pawan Maan,7,3,155 lbs.,57.159457276285394,36.635822717746755
William Macario,9,3,170 lbs.,60.39315075083401,49.91266518450327
Jason MacDonald,25,16,185 lbs.,55.8610322152357,33.50191547806762
Rob MacDonald,5,4,205 lbs.,52.44620657622556,28.680286595394335
Rory MacDonald,19,4,170 lbs.,69.71919373991112,169.7370438803786
Ryan MacDonald,10,2,135 lbs.,63.25545277473803,71.8853690630566
Clayton MacFarlane,4,1,170 lbs.,54.06971037113967,30.48898845260032
Ilima Macfarlane,6,0,125 lbs.,59.20289695717774,43.90483158694692
Valesca Machado,8,3,115 lbs.,58.81857937362312,42.27270735498973
Caio Machado,8,4,250 lbs.,57.53870091183134,37.743859177325
Ian Machado Garry,15,0,170 lbs.,72.57594907178938,221.696269289872
Lyoto Machida,24,8,185 lbs.,66.2615728173741,109.59730926898519
War Machine,14,5,170 lbs.,64.02754097852855,80.03640396373922
Anthony Macias,26,18,185 lbs.,53.70793992332983,30.022283926049116
Pauline Macias,4,1,115 lbs.,54.06971037113967,30.48898845260032
Reza Madadi,14,6,155 lbs.,62.63431673658675,66.06500254863008
Don Madge,9,3,155 lbs.,60.39315075083401,49.91266518450327
Ryan Madigan,5,3,170 lbs.,53.612808691599206,29.906179409521528
Victor Madrigal,15,5,135 lbs.,65.01601258005131,92.0181614669786
Jon Madsen,8,2,240 lbs.,60.126927176067355,48.43385580271887
Mark Madsen,12,2,155 lbs.,66.01269064996926,105.8696985294906
Yoshiro Maeda,35,16,139 lbs.,57.532994908390215,37.72646364818777
Leonardo Mafra,13,4,155 lbs.,64.35554691479375,83.81755709056391
Vinny Magalhaes,14,9,205 lbs.,58.633917060935964,41.53638395891526
Vinicius Magalhaes,2,1,145 lbs.,50.01358447107079,27.014639912275545
Caio Magalhaes,10,3,185 lbs.,61.87902899063045,59.81920450539406
Bernardo Magalhaes,13,4,155 lbs.,64.35554691479375,83.81755709056391
Eric Magana,1,1,--,47.93883634579262,26.202586774881162
Brandon Magana,6,2,170 lbs.,56.65444653704023,35.30312007190699
Angela Magana,11,9,115 lbs.,55.44935849173759,32.69175144780999
Neil Magny,29,14,170 lbs.,59.311945627698606,44.39353229960827
Raimond Magomedaliev,10,2,170 lbs.,63.25545277473803,71.8853690630566
Ibragim Magomedov,22,8,250 lbs.,65.44107862735909,97.71096212702378
Rashid Magomedov,20,2,155 lbs.,73.52372499967939,237.10454853453322
Ruslan Magomedov,14,1,242 lbs.,69.91731423122685,173.44969703991595
Abus Magomedov,27,6,185 lbs.,70.22812165693053,179.27612213434938
Shara Magomedov,15,0,185 lbs.,72.57594907178938,221.696269289872
Zabit Magomedsharipov,18,1,145 lbs.,73.72290248839036,240.16674258831782
John Maguire,24,9,155 lbs.,64.81973656773091,89.4989788287225
Lolohea Mahe,10,4,--,60.53255586453498,50.7204597015031
Michelle Maher,1,2,145 lbs.,46.89569853498966,25.92738270589456
 Maheshate,10,3,155 lbs.,61.87902899063045,59.81920450539406
Bill Mahood,20,7,200 lbs.,65.86506260886752,103.70822912667849
Klayton Mai,8,3,125 lbs.,58.81857937362312,42.27270735498973
Demian Maia,28,11,170 lbs.,63.148117867188134,70.83364624123399
Jennifer Maia,21,10,125 lbs.,62.165737754334096,62.08671117558075
Nayara Maia,7,1,125 lbs.,59.7306242687181,46.380973136146
Roshan Mainam,6,3,135 lbs.,55.42165909709045,32.64002301168613
Levan Makashvili,15,2,145 lbs.,69.45184168161113,164.73808626940584
John Makdessi,18,9,155 lbs.,61.82535181056968,59.408309303370864
Islam Makhachev,26,1,155 lbs.,78.06648595306466,289.7593634952968
Aliev Makhmud,0,1,195 lbs.,45.85221283431107,25.714944537346337
Zach Makovsky,20,8,125 lbs.,64.43185432816122,84.72485599542907
Azat Maksum,17,1,125 lbs.,72.89519868591181,227.03295436834873
Jeremy Malaterre,4,2,155 lbs.,52.89316618261452,29.109417447117895
Fabio Maldonado,23,11,205 lbs.,61.66566931538391,58.21083065894467
Marvin Maldonado,2,4,135 lbs.,46.819260057225385,25.90988227076512
Bea Malecki,4,1,135 lbs.,54.06971037113967,30.48898845260032
Nazareno Malegarie,28,4,155 lbs.,73.6617040092857,239.23276185129333
Carl Malenko,6,4,200 lbs.,54.215696822065794,30.68914930304124
Jacob Malkoun,8,3,185 lbs.,58.81857937362312,42.27270735498973
Mike Malott,11,2,170 lbs.,64.68117135832257,87.76234253165141
Troy Mandaloniz,3,2,170 lbs.,50.92898179248429,27.52834362806084
Nate Maness,16,3,125 lbs.,68.8891815045516,154.30498231060994
Michael Mangan,0,3,155 lbs.,43.8784565306904,25.436895705238566
Gary Mangat,15,3,135 lbs.,67.9405859313587,137.21693164955974
Melvin Manhoef,30,14,185 lbs.,59.48799897049106,45.20739025810124
Melchor Manibusan,2,4,154 lbs.,46.819260057225385,25.90988227076512
Jon Manley,9,4,170 lbs.,59.07900998597903,43.36358154312759
Steve Mann,12,5,170 lbs.,61.796517152370996,59.18932907439345
Marnic Mann,6,3,115 lbs.,55.42165909709045,32.64002301168613
Dylan Mantello,8,4,155 lbs.,57.53870091183134,37.743859177325
Chris Manuel,9,7,135 lbs.,55.30568467966773,32.42709683704289
Jimi Manuwa,17,6,205 lbs.,65.30200728206242,95.81286394677997
Cristiano Marcello,13,6,155 lbs.,61.585295305454196,57.62200891161514
Daniel Marcos,16,0,135 lbs.,73.58926420685944,238.11929149168256
Jose Maria,37,7,125 lbs.,70.32520119922405,181.09416611801788
Marcos Mariano,6,6,155 lbs.,51.88192563103474,28.201232102574195
Enrique Marin,10,4,170 lbs.,60.53255586453498,50.7204597015031
Chepe Mariscal,17,6,145 lbs.,65.30200728206242,95.81286394677997
Ronny Markes,17,5,185 lbs.,66.75457105753162,117.28040573507938
Rory Markham,17,6,170 lbs.,65.30200728206242,95.81286394677997
Randa Markos,11,12,115 lbs.,51.90785588928613,28.221828115052244
Christina Marks,8,9,125 lbs.,51.54513237743599,27.945267079456478
Brendon Marotte,8,3,145 lbs.,58.81857937362312,42.27270735498973
Nate Marquardt,35,19,185 lbs.,53.85841224887664,30.21146666300663
Danilo Marques,11,4,205 lbs.,61.89690290533907,59.956971233710675
Julian Marquez,9,5,185 lbs.,57.79346461527691,38.544096421255695
Carmelo Marrero,16,6,205 lbs.,64.4892890221981,85.414666942345
Cesar Marscucci,3,2,--,50.92898179248429,27.52834362806084
John Marsh,8,7,265 lbs.,53.86375381480963,30.218309525693723
CJ Marsh,5,7,--,49.096512691018816,26.604078379857206
Eliot Marshall,10,4,205 lbs.,60.53255586453498,50.7204597015031
Doug Marshall,18,8,205 lbs.,63.20058161105301,71.34527694225
David Marshall,8,4,170 lbs.,57.53870091183134,37.743859177325
Francis Marshall,8,2,145 lbs.,60.126927176067355,48.43385580271887
Jack Marshman,23,10,185 lbs.,63.03734717286062,69.7686143608581
Terry Martin,23,11,185 lbs.,61.66566931538391,58.21083065894467
Eric Martin,0,1,--,45.85221283431107,25.714944537346337
Justin Martin,4,3,185 lbs.,51.74222331908354,28.09248973765414
Dave Martin,0,2,205 lbs.,44.85447946065457,25.557408220639278
Joe Martin,6,8,170 lbs.,49.64861405394099,26.840033277484505
Anthony Rocco Martin,17,6,170 lbs.,65.30200728206242,95.81286394677997
Mallory Martin,7,5,115 lbs.,54.69896884755284,31.404150977284544
Michal Martinek,7,1,230 lbs.,59.7306242687181,46.380973136146
Rainy Martinez,0,2,199 lbs.,44.85447946065457,25.557408220639278
Danny Martinez,21,8,125 lbs.,64.96209903190147,91.31927188301833
Alonzo Martinez,42,20,155 lbs.,53.07803811205737,29.301017039033084
Henry Martinez,9,4,155 lbs.,59.07900998597903,43.36358154312759
Jonathan Martinez,19,5,135 lbs.,68.20212047171151,141.84604411837506
Poppies Martinez,29,11,145 lbs.,63.35860496660437,72.91455575206808
Andrew Martinez,9,6,215 lbs.,56.53589240967227,35.01227361297678
Mana Martinez,10,4,135 lbs.,60.53255586453498,50.7204597015031
Victor Martinez,13,6,155 lbs.,61.585295305454196,57.62200891161514
Roque Martinez,15,8,250 lbs.,60.8634960493582,52.73386017061742
Melissa Martinez,8,1,115 lbs.,61.46437758504153,56.75343681732211
Julieta Martinez,8,0,115 lbs.,62.83157795265284,67.84443265878004
David Martinez,11,1,135 lbs.,66.11992539331258,107.46303536558575
Wagner da Conceicao Martins,9,8,390 lbs.,54.102245980706265,30.5329906247942
Adriano Martins,28,9,155 lbs.,65.98866891562727,105.51544883518575
Lucas Martins,19,3,145 lbs.,71.27001245891444,198.61468655294485
Max Martyniouk,1,1,155 lbs.,47.93883634579262,26.202586774881162
Bristol Marunde,16,10,170 lbs.,59.05676785423207,43.26795424075188
Shoji Maruyama,12,9,139 lbs.,56.5908327259033,35.146058721890626
Kazuma Maruyama,11,7,155 lbs.,57.943601213749474,39.03788358460307
Islem Masraf,3,1,205 lbs.,52.06183508677518,28.346859193653422
Mike Massenzio,13,9,185 lbs.,57.651895721949415,38.0936801348311
Jameel Massouh,26,9,145 lbs.,65.46795901617111,98.08179958045643
Tiffany Masters,2,1,115 lbs.,50.01358447107079,27.014639912275545
Jorge Masvidal,35,17,170 lbs.,56.281090462383716,34.41376516639843
Al Matavao,8,3,205 lbs.,58.81857937362312,42.27270735498973
Tateki Matsuda,13,8,125 lbs.,58.93429206470064,42.74967775159598
Daijiro Matsui,13,29,200 lbs.,37.129920589422774,25.080943230733723
Toki Matsui,6,1,125 lbs.,57.91465583510212,38.94137092717693
Koichiro Matsumoto,15,3,145 lbs.,67.9405859313587,137.21693164955974
Jean Matsumoto,16,0,135 lbs.,73.58926420685944,238.11929149168256
Koyomi Matsushima,13,6,145 lbs.,61.585295305454196,57.62200891161514
Naoki Matsushita,12,16,155 lbs.,48.51373754165645,26.3876071278423
AJ Matthews,8,7,185 lbs.,53.86375381480963,30.218309525693723
Jake Matthews,20,7,170 lbs.,65.86506260886752,103.70822912667849
Connor Matthews,7,2,145 lbs.,58.4308999243863,40.76102808081713
Claudio Mattos,5,4,185 lbs.,52.44620657622556,28.680286595394335
John Matua,1,4,400 lbs.,44.87702430152132,25.560552873945895
Francesco Maturi,0,1,--,45.85221283431107,25.714944537346337
Vladimir Matyushenko,27,8,205 lbs.,67.20507894549826,124.628141447759
Miranda Maverick,16,5,125 lbs.,65.92377486785968,104.56337977483155
Nick Maximov,8,2,185 lbs.,60.126927176067355,48.43385580271887
Elaina Maxwell,7,4,145 lbs.,55.91568092135302,33.615508573888036
Jeremy May,13,10,185 lbs.,56.397404022187644,34.68255645270839
Jack May,9,3,255 lbs.,60.39315075083401,49.91266518450327
Don'Tale Mayes,11,7,260 lbs.,57.943601213749474,39.03788358460307
Gray Maynard,13,7,155 lbs.,60.24521375530569,49.08072614985866
Brooke Mayo,0,1,125 lbs.,45.85221283431107,25.714944537346337
Gina Mazany,7,6,125 lbs.,53.5087321424889,29.782179919519827
Sabina Mazo,9,4,125 lbs.,59.07900998597903,43.36358154312759
Francesco Mazzeo,4,1,205 lbs.,54.06971037113967,30.48898845260032
Scott McAfee,14,7,155 lbs.,61.271408726670565,55.40953451685746
Bobby McAndrews,1,3,--,45.875259157758975,25.719065735740717
Michael McBride,8,3,155 lbs.,58.81857937362312,42.27270735498973
Ian McCall,13,5,125 lbs.,62.955185340777014,68.99189601074579
Molly McCann,14,7,115 lbs.,61.271408726670565,55.40953451685746
Charles McCarthy,10,5,185 lbs.,59.2153816771732,43.96019414414485
Sean McCorkle,17,7,265 lbs.,63.88105095292058,78.4096392331258
Danni McCormack,9,2,125 lbs.,61.73652297962625,58.73760273130314
Kris McCray,8,5,170 lbs.,56.28667230453116,34.426497814263044
Tamdan McCrory,14,5,185 lbs.,64.02754097852855,80.03640396373922
Rob McCullough,19,8,155 lbs.,63.84610998370441,78.02723123809348
Justin McCully,11,5,225 lbs.,60.550040847060814,50.82343725273777
Robert McDaniel,28,10,185 lbs.,64.55277099073969,86.18402002803916
Michael McDonald,1,1,205 lbs.,47.93883634579262,26.202586774881162
Scott McDonald,1,0,--,49.00517748923205,26.568055454470603
Michael McDonald,17,4,135 lbs.,68.23944534855191,142.5123787495651
Josh McDonald,9,5,185 lbs.,57.79346461527691,38.544096421255695
Miles McDonald,2,1,115 lbs.,50.01358447107079,27.014639912275545
Justin McElfresh,6,4,205 lbs.,54.215696822065794,30.68914930304124
Drew McFedries,12,7,185 lbs.,59.13642164701243,43.61258269200131
Liam McGeary,12,2,205 lbs.,66.01269064996926,105.8696985294906
Gan McGee,13,5,265 lbs.,62.955185340777014,68.99189601074579
Court McGee,23,13,170 lbs.,59.01120629158085,43.07352028842864
Marcus McGhee,9,1,135 lbs.,63.10977689073931,70.4626768672369
Ryan McGillivray,12,0,170 lbs.,68.98209692792724,156.0166505151134
Ryan McGivern,13,7,185 lbs.,60.24521375530569,49.08072614985866
Jack McGlaughlin,1,4,--,44.87702430152132,25.560552873945895
Conor McGregor,22,6,155 lbs.,68.3847724504575,145.11941166575065
Greg McIntyre,6,4,155 lbs.,54.215696822065794,30.68914930304124
Antonio McKee,29,6,155 lbs.,70.72582129908697,188.57193062240444
AJ McKee,8,0,145 lbs.,62.83157795265284,67.84443265878004
Rhys McKee,13,6,170 lbs.,61.585295305454196,57.62200891161514
Cory McKenna,8,4,115 lbs.,57.53870091183134,37.743859177325
Tim McKenzie,14,9,185 lbs.,58.633917060935964,41.53638395891526
Cody McKenzie,16,10,155 lbs.,59.05676785423207,43.26795424075188
Terrance McKinney,15,7,155 lbs.,62.21733053759749,62.507967057418895
Brian McLaughlin,6,2,155 lbs.,56.65444653704023,35.30312007190699
Jason McLean,6,7,145 lbs.,50.75298712421282,27.420389718309142
Garreth McLellan,13,6,185 lbs.,61.585295305454196,57.62200891161514
Sara McMann,13,6,135 lbs.,61.585295305454196,57.62200891161514
Tommy McMillen,6,0,145 lbs.,59.20289695717774,43.90483158694692
James McSweeney,15,15,230 lbs.,52.17657226405616,28.443133842787326
Charles McTorry,3,0,--,53.21988732558091,29.453972600667946
Daniel McWilliams,15,37,185 lbs.,32.15711031686841,25.023353280939123
Tim Means,33,17,170 lbs.,56.083965202678904,33.97463033321797
Yancy Medeiros,15,8,155 lbs.,60.8634960493582,52.73386017061742
Anistavio Medeiros,19,10,145 lbs.,61.09778761816533,54.24374996171588
Kaline Medeiros,8,5,115 lbs.,56.28667230453116,34.426497814263044
MarQuel Mederos,9,1,155 lbs.,63.10977689073931,70.4626768672369
Uros Medic,10,2,170 lbs.,63.25545277473803,71.8853690630566
Todd Medina,11,9,193 lbs.,55.44935849173759,32.69175144780999
Jason Medina,21,15,180 lbs.,55.690189926224626,33.15610347755473
Jose Daniel Medina,11,4,185 lbs.,61.89690290533907,59.956971233710675
Emil Meek,9,5,170 lbs.,57.79346461527691,38.544096421255695
Sanford Alton Meeks,1,1,265 lbs.,47.93883634579262,26.202586774881162
Gerald Meerschaert,37,18,185 lbs.,55.20923363902618,32.25442973815172
Frank Megallon,2,3,185 lbs.,47.860697587003706,26.1794140449497
Derrick Mehmen,19,9,205 lbs.,62.45683363756441,64.5175164030759
Miika Mehmet,3,5,205 lbs.,47.67619174289044,26.12644709942515
Jordan Mein,31,12,170 lbs.,62.32815109057802,63.42669304183666
Bryce Mejia,3,1,170 lbs.,52.06183508677518,28.346859193653422
Brian Melancon,7,3,170 lbs.,57.159457276285394,36.635822717746755
Brandon Melendez,25,25,155 lbs.,45.826706794540556,25.710410951509818
Gilbert Melendez,22,8,145 lbs.,65.44107862735909,97.71096212702378
Nair Melikyan,11,0,155 lbs.,67.5906827629629,131.1432896526074
Marcelo Mello,1,0,170 lbs.,49.00517748923205,26.568055454470603
Fabio Mello,11,8,155 lbs.,56.68276207105187,35.37378244376717
Vanessa Melo,11,8,135 lbs.,56.68276207105187,35.37378244376717
Antonio Mendes,18,13,205 lbs.,56.61723837777533,35.210971354846755
Chad Mendes,18,5,145 lbs.,67.5125498173566,129.80738893121827
