name,wins,losses,weight,rating,Gfactor
Augusto Mendes,6,2,135 lbs.,56.65444653704023,35.30312007190699
Eddie Mendez,8,3,185 lbs.,58.81857937362312,42.27270735498973
Mateus Mendonca,10,3,125 lbs.,61.87902899063045,59.81920450539406
Luis Mendoza,0,1,155 lbs.,45.85221283431107,25.714944537346337
Pietro Menga,13,0,125 lbs.,70.27549281758319,180.16344941463908
Alonzo Menifield,15,5,205 lbs.,65.01601258005131,92.0181614669786
Ivan Menjivar,25,12,145 lbs.,60.99958366327187,53.60214615689415
Dave Menne,45,17,170 lbs.,56.79647167305898,35.66228232287379
Steve Mensing,9,13,185 lbs.,48.466638745726065,26.371438540081055
Buck Meredith,3,3,185 lbs.,49.820779119598626,26.920441687157734
Adam Meredith,5,3,170 lbs.,53.612808691599206,29.906179409521528
Joe Merritt,7,2,170 lbs.,58.4308999243863,40.76102808081713
Jeremiah Metcalf,13,7,185 lbs.,60.24521375530569,49.08072614985866
Jonathan Meunier,8,1,170 lbs.,61.46437758504153,56.75343681732211
Yaotzin Meza,21,11,145 lbs.,60.813025912931664,52.4179061431948
Guy Mezger,30,14,200 lbs.,59.48799897049106,45.20739025810124
Jonathan Micallef,7,1,170 lbs.,59.7306242687181,46.380973136146
Brandon Michaels,4,14,185 lbs.,40.620552056912864,25.193645675438187
Andreas Michailidis,13,6,170 lbs.,61.585295305454196,57.62200891161514
David Michaud,11,3,155 lbs.,63.27372427295307,72.06634846366211
Chris Mickle,30,21,145 lbs.,50.99739710336038,27.57158604454493
Zachary Micklewright,15,3,155 lbs.,67.9405859313587,137.21693164955974
Kristof Midoux,6,10,220 lbs.,47.511437701970756,26.08115675216803
Keith Mielke,0,5,185 lbs.,41.989662624853224,25.272610570424757
Chris Mierzwiak,5,3,185 lbs.,53.612808691599206,29.906179409521528
Gabriel Miglioli,9,9,170 lbs.,52.92499382496448,29.141792916349495
Bojan Mihajlovic,10,6,205 lbs.,57.92686889052502,38.98201573573219
Billy Miles,2,2,170 lbs.,48.92530062873384,26.537212050237265
Pat Miletich,29,7,170 lbs.,69.18684405180872,159.80561740832763
Curtis Millender,17,5,170 lbs.,66.75457105753162,117.28040573507938
Phillip Miller,16,0,185 lbs.,73.58926420685944,238.11929149168256
Jason Miller,23,10,185 lbs.,63.03734717286062,69.7686143608581
Dan Miller,14,8,185 lbs.,59.93815727469698,47.43442335499074
Jim Miller,37,18,155 lbs.,55.20923363902618,32.25442973815172
Cole Miller,21,11,145 lbs.,60.813025912931664,52.4179061431948
Henry Miller,6,16,270 lbs.,41.63622059339671,25.249575291227263
Micah Miller,20,8,145 lbs.,64.43185432816122,84.72485599542907
Aaron Miller,14,10,145 lbs.,57.358056807663154,37.204027288872524
Mo Miller,6,0,135 lbs.,59.20289695717774,43.90483158694692
Juliana Miller,4,3,125 lbs.,51.74222331908354,28.09248973765414
Eddy Millis,0,2,185 lbs.,44.85447946065457,25.557408220639278
Che Mills,16,10,170 lbs.,59.05676785423207,43.26795424075188
Adam Milstead,8,4,205 lbs.,57.53870091183134,37.743859177325
Alberto Mina,13,1,170 lbs.,68.74631461221219,151.68395419642985
Vitaly Minakov,20,0,249 lbs.,76.83099529033531,278.96322044523316
Darrick Minner,26,14,145 lbs.,58.648432454880194,41.593175893723
Ikuhisa Minowa,60,42,181 lbs.,32.87725111581907,25.02795950825848
Carlton Minus,10,3,170 lbs.,61.87902899063045,59.81920450539406
Stipe Miocic,20,4,240 lbs.,70.35881960660316,181.7233596725789
Frank Mir,18,11,264 lbs.,59.16401508728804,43.73337749888284
Juan Miranda,7,5,155 lbs.,54.69896884755284,31.404150977284544
Mario Miranda,14,7,185 lbs.,61.271408726670565,55.40953451685746
Vitor Miranda,12,5,185 lbs.,61.796517152370996,59.18932907439345
Gabriel Miranda,17,7,145 lbs.,63.88105095292058,78.4096392331258
Damir Mirenic,9,4,185 lbs.,59.07900998597903,43.36358154312759
Kazuo Misaki,25,11,183 lbs.,62.35644525506415,63.66431373726249
Toby Misech,9,5,145 lbs.,57.79346461527691,38.544096421255695
Dokonjonosuke Mishima,21,7,155 lbs.,66.40710196151436,111.82464934132663
Felix Lee Mitchell,2,7,--,43.82895438286447,25.43152993427036
David Mitchell,22,7,170 lbs.,66.89673587585906,119.56669808153971
Danny Mitchell,19,9,170 lbs.,62.45683363756441,64.5175164030759
Brad Mitchell,4,2,145 lbs.,52.89316618261452,29.109417447117895
Clay Mitchell,1,2,185 lbs.,46.89569853498966,25.92738270589456
Bryce Mitchell,16,3,145 lbs.,68.8891815045516,154.30498231060994
Maurice Mitchell,11,2,145 lbs.,64.68117135832257,87.76234253165141
Terrence Mitchell,14,4,135 lbs.,65.45175580022709,97.85810929722912
Roman Mitichyan,8,3,170 lbs.,58.81857937362312,42.27270735498973
Matt Mitrione,12,5,265 lbs.,61.796517152370996,59.18932907439345
Eiji Mitsuoka,18,9,145 lbs.,61.82535181056968,59.408309303370864
Hiromitsu Miura,12,7,170 lbs.,59.13642164701243,43.61258269200131
Jonathan Mix,7,4,168 lbs.,55.91568092135302,33.615508573888036
Tomoya Miyashita,17,9,139 lbs.,61.131224516934694,54.46511932755815
Kazuyuki Miyata,15,9,139 lbs.,59.53912068136256,45.44958944866257
Motoki Miyazawa,7,3,168 lbs.,57.159457276285394,36.635822717746755
Takeya Mizugaki,21,11,135 lbs.,60.813025912931664,52.4179061431948
 Mizuki,15,6,115 lbs.,63.60127942840182,75.40789721649297
Tatsuya Mizuno,16,12,205 lbs.,56.514607713674394,34.96090232026374
Roxanne Modafferi,25,21,125 lbs.,50.04221949130718,27.02901607858324
Bobby Moffett,13,5,145 lbs.,62.955185340777014,68.99189601074579
Bronson Mohika,1,1,135 lbs.,47.93883634579262,26.202586774881162
Nate Mohr,9,7,155 lbs.,55.30568467966773,32.42709683704289
Renato Moicano,20,5,155 lbs.,68.82782822988916,153.17772043045312
Thiago Moises,18,8,155 lbs.,63.20058161105301,71.34527694225
Muhammad Mokaev,13,0,125 lbs.,70.27549281758319,180.16344941463908
Ashkan Mokhtarian,13,3,125 lbs.,65.78705782984359,102.58128160956456
Suman Mokhtarian,8,5,145 lbs.,56.28667230453116,34.426497814263044
Dan Molina,13,9,216 lbs.,57.651895721949415,38.0936801348311
Jeff Molina,11,2,125 lbs.,64.68117135832257,87.76234253165141
Rudyard Moncayo,0,3,195 lbs.,43.8784565306904,25.436895705238566
Hidetaka Monma,18,11,168 lbs.,59.16401508728804,43.73337749888284
Jeff Monson,60,26,247 lbs.,46.74844359801924,25.89396294697814
Darrell Montague,13,5,125 lbs.,62.955185340777014,68.99189601074579
Andrew Montanez,9,12,185 lbs.,49.5447202119926,26.793138550457247
Augusto Montano,15,3,170 lbs.,67.9405859313587,137.21693164955974
Erick Montano,7,5,170 lbs.,54.69896884755284,31.404150977284544
Nicco Montano,5,3,135 lbs.,53.612808691599206,29.906179409521528
Antonio Monteiro,17,5,145 lbs.,66.75457105753162,117.28040573507938
Alberto Montes,11,1,145 lbs.,66.11992539331258,107.46303536558575
Steve Montgomery,9,5,185 lbs.,57.79346461527691,38.544096421255695
James Moontasri,9,5,170 lbs.,57.79346461527691,38.544096421255695
Homer Moore,26,9,205 lbs.,65.46795901617111,98.08179958045643
Todd Moore,16,7,170 lbs.,63.08601725136049,70.23402970089036
Nate Moore,8,4,170 lbs.,57.53870091183134,37.743859177325
Dustin Moore,0,2,125 lbs.,44.85447946065457,25.557408220639278
Taylor Moore,10,5,135 lbs.,59.2153816771732,43.96019414414485
Sergio Moraes,14,6,170 lbs.,62.63431673658675,66.06500254863008
Marlon Moraes,23,10,135 lbs.,63.03734717286062,69.7686143608581
Sheymon Moraes,11,4,145 lbs.,61.89690290533907,59.956971233710675
John Moraga,19,7,125 lbs.,65.26628909345781,95.33093250306852
Ricardo Morais,10,4,270 lbs.,60.53255586453498,50.7204597015031
Leonardo Morales,6,2,135 lbs.,56.65444653704023,35.30312007190699
Albert Morales,7,4,135 lbs.,55.91568092135302,33.615508573888036
Joseph Morales,9,2,125 lbs.,61.73652297962625,58.73760273130314
Vince Morales,16,8,135 lbs.,61.71328034441558,58.56400258644066
Omar Morales,11,4,155 lbs.,61.89690290533907,59.956971233710675
Michael Morales,17,0,170 lbs.,74.51666377441101,251.70548322956083
Sarah Moras,6,8,135 lbs.,49.64861405394099,26.840033277484505
Christian Morecraft,8,3,260 lbs.,58.81857937362312,42.27270735498973
Joe Moreira,2,2,195 lbs.,48.92530062873384,26.537212050237265
Richardson Moreira,7,4,185 lbs.,55.91568092135302,33.615508573888036
Gisele Moreira,8,3,135 lbs.,58.81857937362312,42.27270735498973
Vinicius Moreira,9,5,205 lbs.,57.79346461527691,38.544096421255695
Jesse Moreng,9,1,145 lbs.,63.10977689073931,70.4626768672369
Brandon Moreno,22,8,125 lbs.,65.44107862735909,97.71096212702378
Mike Moreno,6,5,185 lbs.,53.03597600268278,29.25666490565136
Dan Moret,13,6,155 lbs.,61.585295305454196,57.62200891161514
Sammy Morgan,18,12,170 lbs.,57.876620025562,38.81550743113455
Peggy Morgan,4,4,135 lbs.,50.61632470173249,27.3397263783791
Alexander Morgan,11,5,145 lbs.,60.550040847060814,50.82343725273777
Alex Morono,24,11,170 lbs.,62.02950343085046,60.99385524267986
Maryna Moroz,11,6,125 lbs.,59.232486190589135,44.036288311614925
Sergey Morozov,19,5,135 lbs.,68.20212047171151,141.84604411837506
Brad Morris,10,6,205 lbs.,57.92686889052502,38.98201573573219
Scott Morris,2,1,210 lbs.,50.01358447107079,27.014639912275545
Anthony Morrison,20,12,145 lbs.,59.00417140846653,43.04367207157062
Jack Morrison,0,3,205 lbs.,43.8784565306904,25.436895705238566
Harry Moskowitz,6,12,275 lbs.,45.466258334135034,25.649326433843644
Carlos Mota,8,2,125 lbs.,60.126927176067355,48.43385580271887
Miki Motono,8,5,115 lbs.,56.28667230453116,34.426497814263044
Juan Mott,3,4,190 lbs.,48.73669067639058,26.4667571770406
Nikolas Motta,14,5,155 lbs.,64.02754097852855,80.03640396373922
Flavio Luiz Moura,19,7,183 lbs.,65.26628909345781,95.33093250306852
Eduarda Moura,10,1,125 lbs.,64.66249343283928,87.53090165271074
Gegard Mousasi,42,6,185 lbs.,72.2233389499202,215.64646966772122
Kris Moutinho,9,6,135 lbs.,56.53589240967227,35.01227361297678
Kin Moy,8,3,135 lbs.,58.81857937362312,42.27270735498973
Jamie Moyle,4,3,115 lbs.,51.74222331908354,28.09248973765414
Askar Mozharov,19,13,205 lbs.,57.195524729298874,36.737092422885496
Garrett Mueller,3,3,135 lbs.,49.820779119598626,26.920441687157734
Lauren Mueller,5,3,125 lbs.,53.612808691599206,29.906179409521528
Belal Muhammad,24,3,170 lbs.,73.96634065014837,243.82027237212714
Fazlo Mulabitinovic,4,2,135 lbs.,52.89316618261452,29.109417447117895
Quinn Mulhern,18,4,155 lbs.,69.0142844245436,156.6107992965592
James Mulheron,11,2,243 lbs.,64.68117135832257,87.76234253165141
Jamie Mullarkey,17,8,155 lbs.,62.491014299503355,64.81164253062431
Jim Mullen,0,2,215 lbs.,44.85447946065457,25.557408220639278
Melissa Mullins,7,1,135 lbs.,59.7306242687181,46.380973136146
Pedro Munhoz,20,10,135 lbs.,61.658317986660734,58.15659039459727
Andre Muniz,24,6,185 lbs.,69.24217440131169,160.8331198739398
Mark Munoz,14,6,185 lbs.,62.63431673658675,66.06500254863008
Alexander Munoz,7,2,155 lbs.,58.4308999243863,40.76102808081713
Johnny Munoz,12,4,135 lbs.,63.17110556093208,71.0572519597895
Andy Murad,15,2,185 lbs.,69.45184168161113,164.73808626940584
Olivier Murad,6,0,145 lbs.,59.20289695717774,43.90483158694692
Makhmud Muradov,26,8,185 lbs.,66.9242141862463,120.01211607815378
Kazunari Murakami,5,5,220 lbs.,51.304989448671215,27.775236569911602
Ryuichi Murata,8,3,183 lbs.,58.81857937362312,42.27270735498973
Kanako Murata,12,3,115 lbs.,64.57627001778874,86.47065209547401
Ailiya Muratbek,9,2,155 lbs.,61.73652297962625,58.73760273130314
Vince Murdock,12,4,145 lbs.,63.17110556093208,71.0572519597895
Samandar Murodov,11,0,170 lbs.,67.5906827629629,131.1432896526074
Tom Murphy,8,0,227 lbs.,62.83157795265284,67.84443265878004
Ian Murphy,1,1,185 lbs.,47.93883634579262,26.202586774881162
Jon Murphy,6,4,260 lbs.,54.215696822065794,30.68914930304124
Lauren Murphy,16,6,125 lbs.,64.4892890221981,85.414666942345
Patrick Murphy,5,3,170 lbs.,53.612808691599206,29.906179409521528
Lerone Murphy,15,0,145 lbs.,72.57594907178938,221.696269289872
Lee Murray,8,2,185 lbs.,60.126927176067355,48.43385580271887
Jesse Murray,8,4,205 lbs.,57.53870091183134,37.743859177325
Khalid Murtazaliev,14,2,185 lbs.,68.39592990770467,145.32036808079982
Azamat Murzakanov,14,0,205 lbs.,71.47253989973817,202.3024737618187
Josias Musasa,7,0,135 lbs.,61.0592594012362,53.99051403242137
Nicholas Musoke,13,5,170 lbs.,62.955185340777014,68.99189601074579
Andre Mussi,11,5,242 lbs.,60.550040847060814,50.82343725273777
Magomed Mustafaev,14,4,155 lbs.,65.45175580022709,97.85810929722912
Max Mustaki,6,3,155 lbs.,55.42165909709045,32.64002301168613
Elvis Mutapcic,15,6,185 lbs.,63.60127942840182,75.40789721649297
Fiona Muxlow,6,3,145 lbs.,55.42165909709045,32.64002301168613
Ho Bae Myeon,13,5,168 lbs.,62.955185340777014,68.99189601074579
Katsuhiko Nagata,6,7,154 lbs.,50.75298712421282,27.420389718309142
Yuji Nagata,0,2,225 lbs.,44.85447946065457,25.557408220639278
Greg Nagy,1,3,210 lbs.,45.875259157758975,25.719065735740717
Logan Nail,1,1,185 lbs.,47.93883634579262,26.202586774881162
Muhammad Naimov,11,3,145 lbs.,63.27372427295307,72.06634846366211
Yukiya Naito,15,6,205 lbs.,63.60127942840182,75.40789721649297
Yura Naito,6,1,185 lbs.,57.91465583510212,38.94137092717693
Andrews Nakahara,5,4,185 lbs.,52.44620657622556,28.680286595394335
Rin Nakai,19,2,135 lbs.,72.85532725525597,226.37418912158685
Kazuhiro Nakamura,21,13,205 lbs.,58.195265813290895,39.90418109188992
Keita Nakamura,34,10,170 lbs.,65.54306204786003,99.12468766338989
Daisuke Nakamura,28,19,154 lbs.,52.95714725731317,29.174755131093878
Yusaku Nakamura,14,4,145 lbs.,65.45175580022709,97.85810929722912
Rinya Nakamura,9,0,135 lbs.,64.51357716587437,85.70816318060538
Tokitaka Nakanishi,12,4,135 lbs.,63.17110556093208,71.0572519597895
Jutaro Nakao,25,19,170 lbs.,52.293236367870556,28.543831441629663
Yoshihiro Nakao,9,3,220 lbs.,60.39315075083401,49.91266518450327
Yui Chul Nam,18,8,145 lbs.,63.20058161105301,71.34527694225
Tyson Nam,21,14,125 lbs.,56.928950508061334,36.008152189627594
Rose Namajunas,14,7,125 lbs.,61.271408726670565,55.40953451685746
Yasuhito Namekawa,25,16,205 lbs.,55.8610322152357,33.50191547806762
Nad Narimani,12,4,145 lbs.,63.17110556093208,71.0572519597895
Roger Narvaez,8,3,185 lbs.,58.81857937362312,42.27270735498973
Fabio Nascimento,11,6,185 lbs.,59.232486190589135,44.036288311614925
Allan Nascimento,20,6,125 lbs.,67.33015086567109,126.71959319191795
Rodrigo Nascimento,11,3,246 lbs.,63.27372427295307,72.06634846366211
Bobby Nash,8,4,170 lbs.,57.53870091183134,37.743859177325
Reza Nasri,0,1,205 lbs.,45.85221283431107,25.714944537346337
Nasrudin Nasrudinov,9,1,205 lbs.,63.10977689073931,70.4626768672369
Pawel Nastula,5,6,230 lbs.,50.18860493756797,27.10411568839985
Rafael Natal,21,9,185 lbs.,63.54853902638729,74.85735764344065
Kevin Natividad,9,4,135 lbs.,59.07900998597903,43.36358154312759
Ismail Naurdiev,24,7,185 lbs.,67.73548096179601,133.63910241453084
Danny Navarro,17,7,155 lbs.,63.88105095292058,78.4096392331258
Marcio Navarro,14,14,155 lbs.,52.52626438933193,28.753756639440148
Tafon Nchukwi,6,4,185 lbs.,54.215696822065794,30.68914930304124
Dustin Neace,25,21,145 lbs.,50.04221949130718,27.02901607858324
Josh Neal,5,11,185 lbs.,44.960665505985276,25.572375011482432
Joe Neal,6,2,135 lbs.,56.65444653704023,35.30312007190699
Geoff Neal,16,6,170 lbs.,64.4892890221981,85.414666942345
Stanislav Nedkov,12,2,205 lbs.,66.01269064996926,105.8696985294906
Josh Neer,36,16,170 lbs.,57.61749090811781,37.986395929960175
Nicolae Negumereanu,13,2,205 lbs.,67.2504109651549,125.38369476860383
Steve Nelmark,2,1,240 lbs.,50.01358447107079,27.014639912275545
Shane Nelson,16,7,155 lbs.,63.08601725136049,70.23402970089036
Roy Nelson,22,14,263 lbs.,57.348699963367366,37.17667022618794
Gunnar Nelson,19,5,170 lbs.,68.20212047171151,141.84604411837506
Kyle Nelson,16,6,145 lbs.,64.4892890221981,85.414666942345
Lissette Neri,6,4,145 lbs.,54.215696822065794,30.68914930304124
Mario Neto,13,5,229 lbs.,62.955185340777014,68.99189601074579
Antonio Braga Neto,9,3,185 lbs.,60.39315075083401,49.91266518450327
Eduardo Neves,7,2,263 lbs.,58.4308999243863,40.76102808081713
Julio Cesar Neves Jr.,33,1,145 lbs.,79.74626816562521,300.87206752090464
Nick Newell,14,2,155 lbs.,68.39592990770467,145.32036808079982
Journey Newson,10,5,135 lbs.,59.2153816771732,43.96019414414485
Jeff Newton,4,2,205 lbs.,52.89316618261452,29.109417447117895
Carlos Newton,16,14,170 lbs.,54.081877506637476,30.50540332189282
Emanuel Newton,26,12,205 lbs.,61.28657705721654,55.513317779288386
Francis Ngannou,17,3,250 lbs.,69.75734886326734,170.45168590695664
Ben Nguyen,16,8,125 lbs.,61.71328034441558,58.56400258644066
Steven Nguyen,9,2,145 lbs.,61.73652297962625,58.73760273130314
Alex Nicholson,7,4,185 lbs.,55.91568092135302,33.615508573888036
Bo Nickal,6,0,185 lbs.,59.20289695717774,43.90483158694692
Mike Nickels,9,5,205 lbs.,57.79346461527691,38.544096421255695
Matheus Nicolau,19,6,125 lbs.,66.71805836123801,116.69818918110317
Stewart Nicoll,8,1,125 lbs.,61.46437758504153,56.75343681732211
Jaimelene Nievera,7,4,125 lbs.,55.91568092135302,33.615508573888036
Khomkrit Niimi,6,10,125 lbs.,47.511437701970756,26.08115675216803
Tom Niinimaki,22,8,145 lbs.,65.44107862735909,97.71096212702378
Ramsey Nijem,9,6,155 lbs.,56.53589240967227,35.01227361297678
Hans Nijman,9,7,250 lbs.,55.30568467966773,32.42709683704289
Jack Nilson,2,6,--,44.80387619772157,25.550413825424247
Mats Nilsson,11,4,170 lbs.,61.89690290533907,59.956971233710675
Guangyou Ning,5,4,145 lbs.,52.44620657622556,28.680286595394335
Soichi Nishida,5,10,320 lbs.,45.96076085914788,25.734563482113202
Yosuke Nishijima,0,5,205 lbs.,41.989662624853224,25.272610570424757
Yamato Nishikawa,21,3,155 lbs.,72.5157665602891,220.67483307355036
Akiyo Nishiura,13,8,139 lbs.,58.93429206470064,42.74967775159598
Anthony Njokuani,16,12,155 lbs.,56.514607713674394,34.96090232026374
Chidi Njokuani,24,10,170 lbs.,63.40927433597461,73.42676773073103
Derrick Noble,27,15,170 lbs.,57.613033849841834,37.97255908139461
Kyle Noblitt,11,2,243 lbs.,64.68117135832257,87.76234253165141
Pedro Nobre,18,4,135 lbs.,69.0142844245436,156.6107992965592
Jacob Noe,3,11,205 lbs.,41.78060131355961,25.25874039985696
Antonio Rodrigo Nogueira,34,10,240 lbs.,65.54306204786003,99.12468766338989
Rogerio Nogueira,23,10,205 lbs.,63.03734717286062,69.7686143608581
Alexandre Franca Nogueira,18,6,145 lbs.,66.04349260223744,106.32537271852651
Talita Nogueira,6,0,145 lbs.,59.20289695717774,43.90483158694692
Kyle Noke,22,10,170 lbs.,62.624099173756086,65.97454895974278
Tom Nolan,8,1,155 lbs.,61.46437758504153,56.75343681732211
Nick Nolte,5,4,170 lbs.,52.44620657622556,28.680286595394335
KJ Noons,13,9,155 lbs.,57.651895721949415,38.0936801348311
Sage Northcutt,11,2,170 lbs.,64.68117135832257,87.76234253165141
Jan Nortje,2,6,310 lbs.,44.80387619772157,25.550413825424247
Scott Norton,7,1,170 lbs.,59.7306242687181,46.380973136146
Shohei Nose,12,5,135 lbs.,61.796517152370996,59.18932907439345
Jonatas Novaes,13,5,170 lbs.,62.955185340777014,68.99189601074579
Jason Novelli,11,3,155 lbs.,63.27372427295307,72.06634846366211
Phillipe Nover,11,8,145 lbs.,56.68276207105187,35.37378244376717
Taiyilake Nueraji,9,1,170 lbs.,63.10977689073931,70.4626768672369
Shayilan Nuerdanbieke,39,12,145 lbs.,63.137675246824465,70.73236314585824
Diego Nunes,19,7,145 lbs.,65.26628909345781,95.33093250306852
Amanda Nunes,23,5,135 lbs.,70.36720826896685,181.88032365919037
Nina Nunes,11,7,125 lbs.,57.943601213749474,39.03788358460307
Istela Nunes,6,5,115 lbs.,53.03597600268278,29.25666490565136
Josiane Nunes,10,3,135 lbs.,61.87902899063045,59.81920450539406
Diyar Nurgozhay,10,0,205 lbs.,66.1008320000805,107.17791582034927
Khabib Nurmagomedov,29,0,155 lbs.,80.70582307139597,305.68689235193506
Said Nurmagomedov,18,3,135 lbs.,70.54942329266467,185.28552073396048
Abubakar Nurmagomedov,17,4,170 lbs.,68.23944534855191,142.5123787495651
Umar Nurmagomedov,18,0,135 lbs.,75.36277884187726,262.7812489326783
Kennedy Nzechukwu,13,5,205 lbs.,62.955185340777014,68.99189601074579
Jake O'Brien,15,4,205 lbs.,66.46221475100927,112.67717254205117
TJ O'Brien,20,8,155 lbs.,64.43185432816122,84.72485599542907
Sean O'Connell,17,9,205 lbs.,61.131224516934694,54.46511932755815
Dan O'Connor,6,6,115 lbs.,51.88192563103474,28.201232102574195
Sean O'Haire,4,2,270 lbs.,52.89316618261452,29.109417447117895
Sean O'Malley,18,2,135 lbs.,72.11870945890041,213.82235778060527
Jeremiah O'Neal,13,25,260 lbs.,40.545432255499875,25.190045236878213
